Match,Bowling Team,Bowler Name,Overs,Maidens,Runs,Wickets,ECON,0s,4s,6s,Wides,NoBalls,Match_ID
NamibiaVsScotland,Scotland,Chris Greaves,3,0,24,1,8,5,1,1,0,0,T20I # 2643
NamibiaVsScotland,Scotland,Michael Leask,2,0,16,1,8,4,1,1,0,0,T20I # 2643
NamibiaVsScotland,Namibia,Ruben Trumpelmann,4,0,36,1,9,9,1,1,4,1,T20I # 2643
NamibiaVsScotland,Namibia,David Wiese,3.3,0,30,0,8.57,10,1,3,0,0,T20I # 2643
NamibiaVsScotland,Namibia,Tangeni Lungameni,3,0,39,1,13,4,3,2,1,0,T20I # 2643
NamibiaVsScotland,Namibia,Bernard Scholtz,4,0,20,1,5,7,1,0,0,0,T20I # 2643
NamibiaVsScotland,Namibia,Gerhard Erasmus,4,0,29,2,7.25,9,1,1,2,0,T20I # 2643
USAVsPakistan,USA,Nosthush Kenjige,4,0,30,3,7.5,10,1,2,0,0,T20I # 2642
USAVsPakistan,USA,Saurabh Netravalkar,4,0,18,2,4.5,13,0,1,0,0,T20I # 2642
USAVsPakistan,USA,Ali Khan,4,0,30,1,7.5,8,2,1,2,0,T20I # 2642
USAVsPakistan,USA,Harmeet Singh,4,0,34,0,8.5,9,2,2,1,0,T20I # 2642
USAVsPakistan,USA,Jasdeep Singh,3,0,37,1,12.33,4,2,3,1,0,T20I # 2642
USAVsPakistan,USA,Corey Anderson,1,0,6,0,6,3,1,0,0,0,T20I # 2642
USAVsPakistan,Pakistan,Shaheen Shah Afridi,4,0,33,0,8.25,13,5,1,2,0,T20I # 2642
USAVsPakistan,Pakistan,Mohammad Amir,4,0,25,1,6.25,12,2,0,3,0,T20I # 2642
USAVsPakistan,Pakistan,Naseem Shah,4,0,26,1,6.5,9,3,0,2,0,T20I # 2642
USAVsPakistan,Pakistan,Haris Rauf,4,0,37,1,9.25,9,4,1,1,0,T20I # 2642
USAVsPakistan,Pakistan,Shadab Khan,3,0,27,0,9,4,0,2,1,0,T20I # 2642
USAVsPakistan,Pakistan,Iftikhar Ahmed,1,0,10,0,10,2,2,0,0,0,T20I # 2642
AustraliaVsOman,Oman,Bilal Khan,4,0,36,1,9,9,4,1,1,1,T20I # 2641
AustraliaVsOman,Oman,Kaleemullah,3,0,30,1,10,7,4,1,0,0,T20I # 2641
AustraliaVsOman,Oman,Shakeel Ahmed,4,0,28,0,7,10,2,1,0,1,T20I # 2641
AustraliaVsOman,Oman,Mehran Khan,4,0,38,2,9.5,12,1,4,0,1,T20I # 2641
AustraliaVsOman,Oman,Aqib Ilyas,4,0,18,0,4.5,10,1,0,0,0,T20I # 2641
AustraliaVsOman,Oman,Zeeshan Maqsood,1,0,12,0,12,0,2,0,0,0,T20I # 2641
AustraliaVsOman,Australia,Mitchell Starc,3,0,20,2,6.66,12,3,0,5,0,T20I # 2641
AustraliaVsOman,Australia,Josh Hazlewood,4,0,21,0,5.25,12,1,1,0,0,T20I # 2641
AustraliaVsOman,Australia,Nathan Ellis,4,0,28,2,7,9,2,1,1,0,T20I # 2641
AustraliaVsOman,Australia,Marcus Stoinis,3,0,19,3,6.33,11,1,1,1,0,T20I # 2641
AustraliaVsOman,Australia,Glenn Maxwell,2,0,11,0,5.5,5,1,0,1,0,T20I # 2641
AustraliaVsOman,Australia,Adam Zampa,4,0,24,2,6,11,0,2,0,0,T20I # 2641
PNGVsUganda,Uganda,Alpesh Ramjani,4,1,17,2,4.25,16,1,1,0,0,T20I # 2640
PNGVsUganda,Uganda,Cosmas Kyewuta,3.1,0,17,2,5.36,9,2,0,0,0,T20I # 2640
PNGVsUganda,Uganda,Juma Miyagi,4,0,11,2,2.75,16,0,0,0,1,T20I # 2640
PNGVsUganda,Uganda,Brian Masaba,4,0,17,1,4.25,11,1,0,0,0,T20I # 2640
PNGVsUganda,Uganda,Frank Nsubuga,4,2,4,2,1,20,0,0,0,0,T20I # 2640
PNGVsUganda,PNG,Alei Nao,4,0,16,2,4,16,0,0,3,0,T20I # 2640
PNGVsUganda,PNG,Norman Vanua,4,0,19,2,4.75,17,1,0,6,0,T20I # 2640
PNGVsUganda,PNG,Chad Soper,4,0,13,1,3.25,14,0,0,1,0,T20I # 2640
PNGVsUganda,PNG,Assad Vala,2,0,10,1,5,6,1,0,0,0,T20I # 2640
PNGVsUganda,PNG,John Kariko,4,0,18,0,4.5,8,0,0,0,0,T20I # 2640
PNGVsUganda,PNG,Charles Amini,0.2,0,2,0,6,1,0,0,0,0,T20I # 2640
IrelandVsIndia,India,Arshdeep Singh,4,0,35,2,8.75,14,3,1,5,1,T20I # 2639
IrelandVsIndia,India,Mohammed Siraj,3,0,13,1,4.33,14,2,0,0,0,T20I # 2639
IrelandVsIndia,India,Jasprit Bumrah,3,1,6,2,2,13,0,0,0,0,T20I # 2639
IrelandVsIndia,India,Hardik Pandya,4,1,27,3,6.75,14,2,2,0,0,T20I # 2639
IrelandVsIndia,India,Axar Patel,1,0,3,1,3,3,0,0,0,0,T20I # 2639
IrelandVsIndia,India,Ravindra Jadeja,1,0,7,0,7,2,1,0,0,0,T20I # 2639
IrelandVsIndia,Ireland,Mark Adair,4,0,27,1,6.75,13,3,0,3,0,T20I # 2639
IrelandVsIndia,Ireland,Josh Little,4,0,42,0,10.5,12,2,4,3,0,T20I # 2639
IrelandVsIndia,Ireland,Barry McCarthy,2.2,0,18,0,7.71,5,1,1,0,0,T20I # 2639
IrelandVsIndia,Ireland,Curtis Campher,1,0,4,0,4,3,0,0,0,0,T20I # 2639
IrelandVsIndia,Ireland,Ben White,1,0,6,1,6,3,1,0,0,0,T20I # 2639
NepalVsNetherlands,Nether Lands,Vivian Kingma,4,0,23,0,5.75,15,4,0,2,0,T20I # 2638
NepalVsNetherlands,Nether Lands,Tim Pringle,4,0,20,3,5,13,1,1,0,0,T20I # 2638
NepalVsNetherlands,Nether Lands,Logan van Beek,3.2,0,18,3,5.4,14,2,1,0,0,T20I # 2638
NepalVsNetherlands,Nether Lands,Paul van Meekeren,4,0,19,2,4.75,12,2,0,1,0,T20I # 2638
NepalVsNetherlands,Nether Lands,Bas de Leede,4,1,22,2,5.5,12,1,1,1,0,T20I # 2638
NepalVsNetherlands,Nepal,Karan KC,3,0,17,0,5.66,10,3,0,0,0,T20I # 2638
NepalVsNetherlands,Nepal,Sompal Kami,4,0,18,1,4.5,12,2,0,0,0,T20I # 2638
NepalVsNetherlands,Nepal,Gulsan Jha,2,0,17,0,8.5,2,2,0,0,1,T20I # 2638
NepalVsNetherlands,Nepal,Dipendra Singh Airee,2,0,6,1,3,7,0,0,0,0,T20I # 2638
NepalVsNetherlands,Nepal,Abinash Bohara,3.4,0,29,1,7.9,5,2,1,0,0,T20I # 2638
NepalVsNetherlands,Nepal,Sagar Dhakal,4,0,21,0,5.25,8,1,0,0,0,T20I # 2638
ScotlandVsEngland,England,Mark Wood,2,0,11,0,5.5,7,1,0,1,1,T20I # 2637
ScotlandVsEngland,England,Jofra Archer,2,0,12,0,6,6,1,0,0,0,T20I # 2637
ScotlandVsEngland,England,Moeen Ali,2,0,15,0,7.5,3,2,0,0,0,T20I # 2637
ScotlandVsEngland,England,Chris Jordan,2,0,24,0,12,5,2,2,0,0,T20I # 2637
ScotlandVsEngland,England,Adil Rashid,2,0,26,0,13,2,2,2,0,0,T20I # 2637
AfghanistanVsUganda,Uganda,Alpesh Ramjani,4,0,33,1,8.25,9,0,2,0,0,T20I # 2636
AfghanistanVsUganda,Uganda,Cosmas Kyewuta,4,0,25,2,6.25,9,2,0,0,0,T20I # 2636
AfghanistanVsUganda,Uganda,Dinesh Nakrani,3,0,37,0,12.33,2,6,0,0,0,T20I # 2636
AfghanistanVsUganda,Uganda,Bilal Hassan,2,0,34,0,17,3,4,1,1,1,T20I # 2636
AfghanistanVsUganda,Uganda,Henry Ssenyondo,2,0,19,0,9.5,4,0,2,1,0,T20I # 2636
AfghanistanVsUganda,Uganda,Riazat Ali Shah,1,0,11,0,11,1,1,0,0,0,T20I # 2636
AfghanistanVsUganda,Uganda,Brian Masaba,4,0,21,2,5.25,8,0,0,0,0,T20I # 2636
AfghanistanVsUganda,Afghanistan,Fazalhaq Farooqi,4,0,9,5,2.25,18,1,0,0,0,T20I # 2636
AfghanistanVsUganda,Afghanistan,Mujeeb Ur Rahman,3,0,16,1,5.33,13,2,0,1,0,T20I # 2636
AfghanistanVsUganda,Afghanistan,Naveen-ul-Haq,2,0,4,2,2,9,0,0,1,0,T20I # 2636
AfghanistanVsUganda,Afghanistan,Azmatullah Omarzai,2,0,7,0,3.5,8,0,0,1,0,T20I # 2636
AfghanistanVsUganda,Afghanistan,Rashid Khan,4,0,12,2,3,16,1,0,0,0,T20I # 2636
AfghanistanVsUganda,Afghanistan,Mohammad Nabi,1,0,8,0,8,3,0,1,0,0,T20I # 2636
SrilankaVsSouthAfrica,South Africa,Marco Jansen,3.1,0,15,0,4.73,11,0,1,1,0,T20I # 2635
SrilankaVsSouthAfrica,South Africa,Kagiso Rabada,4,1,21,2,5.25,15,2,1,1,0,T20I # 2635
SrilankaVsSouthAfrica,South Africa,Ottneil Baartman,4,1,9,1,2.25,20,1,0,1,0,T20I # 2635
SrilankaVsSouthAfrica,South Africa,Keshav Maharaj,4,0,22,2,5.5,10,0,1,0,0,T20I # 2635
SrilankaVsSouthAfrica,South Africa,Anrich Nortje,4,0,7,4,1.75,18,0,0,0,0,T20I # 2635
SrilankaVsSouthAfrica,Sri Lanka,Angelo Mathews,3,0,16,0,5.33,11,1,1,1,0,T20I # 2635
SrilankaVsSouthAfrica,Sri Lanka,Nuwan Thushara,3,0,18,1,6,8,0,1,0,1,T20I # 2635
SrilankaVsSouthAfrica,Sri Lanka,Dasun Shanaka,3,1,6,1,2,12,0,0,0,0,T20I # 2635
SrilankaVsSouthAfrica,Sri Lanka,Matheesha Pathirana,3,0,12,0,4,8,0,0,1,0,T20I # 2635
SrilankaVsSouthAfrica,Sri Lanka,Wanindu Hasaranga,3.2,0,22,2,6.6,10,2,1,0,0,T20I # 2635
SrilankaVsSouthAfrica,Sri Lanka,Maheesh Theekshana,1,0,3,0,3,3,0,0,0,0,T20I # 2635
OmanVsNamibia,Namibia,Ruben Trumpelmann,4,0,21,4,5.25,12,2,0,0,1,T20I # 2634
OmanVsNamibia,Namibia,David Wiese,3.4,0,28,3,7.63,11,4,1,0,0,T20I # 2634
OmanVsNamibia,Namibia,Tangeni Lungameni,4,0,18,0,4.5,14,2,0,1,0,T20I # 2634
OmanVsNamibia,Namibia,Bernard Scholtz,4,0,20,1,5,11,0,1,1,0,T20I # 2634
OmanVsNamibia,Namibia,Gerhard Erasmus,4,0,20,2,5,9,1,0,0,0,T20I # 2634
OmanVsNamibia,Oman,Bilal Khan,4,0,25,1,6.25,11,2,1,1,0,T20I # 2634
OmanVsNamibia,Oman,Shakeel Ahmed,3,0,20,0,6.66,10,4,0,0,0,T20I # 2634
OmanVsNamibia,Oman,Kaleemullah,2,0,10,0,5,7,1,0,0,0,T20I # 2634
OmanVsNamibia,Oman,Aqib Ilyas,4,1,17,1,4.25,15,1,1,0,0,T20I # 2634
OmanVsNamibia,Oman,Mehran Khan,3,1,7,3,2.33,12,0,0,0,0,T20I # 2634
OmanVsNamibia,Oman,Zeeshan Maqsood,2,0,12,0,6,4,1,0,0,0,T20I # 2634
OmanVsNamibia,Oman,Ayaan Khan,2,0,12,1,6,6,1,0,1,0,T20I # 2634
PNGVsWestIndies,West Indies,Akeal Hosein,3,0,9,1,3,13,1,0,0,0,T20I # 2633
PNGVsWestIndies,West Indies,Romario Shepherd,3,0,23,1,7.66,5,1,0,1,0,T20I # 2633
PNGVsWestIndies,West Indies,Andre Russell,3,0,19,2,6.33,8,2,0,1,0,T20I # 2633
PNGVsWestIndies,West Indies,Roston Chase,4,0,26,0,6.5,11,1,1,3,0,T20I # 2633
PNGVsWestIndies,West Indies,Alzarri Joseph,4,0,34,2,8.5,11,5,0,1,1,T20I # 2633
PNGVsWestIndies,West Indies,Gudakesh Motie,3,0,24,1,8,7,2,1,0,0,T20I # 2633
PNGVsWestIndies,PNG,Kabua Morea,3,0,30,0,10,7,6,0,0,0,T20I # 2633
PNGVsWestIndies,PNG,Alei Nao,2,1,9,1,4.5,9,2,0,0,0,T20I # 2633
PNGVsWestIndies,PNG,Chad Soper,3,0,19,1,6.33,8,2,0,0,0,T20I # 2633
PNGVsWestIndies,PNG,Sese Bau,1,0,18,0,18,1,1,2,0,0,T20I # 2633
PNGVsWestIndies,PNG,John Kariko,4,0,17,1,4.25,15,0,1,0,0,T20I # 2633
PNGVsWestIndies,PNG,Assad Vala,4,1,28,2,7,11,3,1,0,0,T20I # 2633
PNGVsWestIndies,PNG,Charles Amini,2,0,14,0,7,3,0,1,0,0,T20I # 2633
USAVsCanada,USA,Ali Khan,4,0,41,1,10.25,11,5,2,2,0,T20I # 2632
USAVsCanada,USA,Saurabh Netravalkar,2,0,16,0,8,3,2,0,0,0,T20I # 2632
USAVsCanada,USA,Harmeet Singh,4,0,27,1,6.75,11,3,1,0,0,T20I # 2632
USAVsCanada,USA,Jasdeep Singh,3,0,24,0,8,7,4,0,0,0,T20I # 2632
USAVsCanada,USA,Shadley van Schalkwyk,3,0,34,0,11.33,1,1,2,0,0,T20I # 2632
USAVsCanada,USA,Steven Taylor,1,0,15,0,15,1,0,2,0,0,T20I # 2632
USAVsCanada,USA,Corey Anderson,3,0,29,1,9.66,4,2,1,0,0,T20I # 2632
USAVsCanada,Canada,Kaleem Sana,4,0,34,1,8.5,9,4,0,3,0,T20I # 2632
USAVsCanada,Canada,Jeremy Gordon,3,0,44,0,14.66,7,4,3,3,2,T20I # 2632
USAVsCanada,Canada,Dilon Heyliger,3,0,19,1,6.33,9,0,1,2,0,T20I # 2632
USAVsCanada,Canada,Saad Bin Zafar,4,0,42,0,10.5,9,2,4,0,0,T20I # 2632
USAVsCanada,Canada,Nikhil Dutta,2.4,0,41,1,15.37,5,2,4,2,1,T20I # 2632
USAVsCanada,Canada,Pargat Singh,1,0,15,0,15,0,1,1,0,0,T20I # 2632
